offensive_binary_label	tweet_id	agreement_level	annotation	domain	split
1	1324054082642944002	A++	O++	Elections2020	train
1	1311292949158797313	A0	O0	Elections2020	train
0	1321603870259249152	A0	N0	Elections2020	train
1	1324072780514566144	A0	O0	Elections2020	train
0	1322809178117865472	A+	N+	Elections2020	train
0	1321589236810788865	A+	N+	Elections2020	train
0	1321589253504118787	A+	N+	Elections2020	train
0	1324061863991300096	A+	N+	Elections2020	train
0	1324057709671571460	A++	N++	Elections2020	train
1	1321608654756433926	A+	O+	Elections2020	train
1	1322821734324703232	A+	O+	Elections2020	train
1	1321612655585538049	A++	O++	Elections2020	train
0	1322817945358139395	A++	N++	Elections2020	train
0	1311299137225265154	A++	N++	Elections2020	train
0	1311301982339182593	A++	N++	Elections2020	train
0	1322870948140404742	A++	N++	Elections2020	train
1	1311302328121790469	A++	O++	Elections2020	train
0	1324071834518802432	A0	N0	Elections2020	train
1	1321595896728080384	A++	O++	Elections2020	train
0	1321619470566174722	A+	N+	Elections2020	train
0	1321609604334264320	A++	N++	Elections2020	train
0	1322802268585021441	A+	N+	Elections2020	train
1	1321607082941075456	A+	O+	Elections2020	train
0	1321582736281341952	A++	N++	Elections2020	train
0	1321618752245506050	A0	N0	Elections2020	train
1	1321590485761159168	A+	O+	Elections2020	train
0	1324063952079364097	A+	N+	Elections2020	train
0	1321586300038881280	A0	N0	Elections2020	train
1	1321582063003324416	A0	O0	Elections2020	train
1	1321622369878900741	A++	O++	Elections2020	train
0	1322872098428227591	A+	N+	Elections2020	train
1	1311294701140664321	A0	O0	Elections2020	train
0	1321609727021703168	A+	N+	Elections2020	train
0	1321599558695137280	A+	N+	Elections2020	train
0	1321615894477352962	A++	N++	Elections2020	train
0	1321589253172809738	A0	N0	Elections2020	train
0	1322817025769693185	A0	N0	Elections2020	train
1	1322830059833593856	A++	O++	Elections2020	train
1	1324071905100406784	A0	O0	Elections2020	train
0	1321602470741790726	A+	N+	Elections2020	train
0	1322875080322371584	A+	N+	Elections2020	train
1	1324058398065831936	A++	O++	Elections2020	train
0	1324071752499040257	A++	N++	Elections2020	train
1	1311294863992934408	A++	O++	Elections2020	train
0	1322885195536752641	A+	N+	Elections2020	train
0	1321594252082794499	A++	N++	Elections2020	train
0	1311298860707319808	A++	N++	Elections2020	train
0	1322865067382038528	A+	N+	Elections2020	train
1	1324066037416034305	A++	O++	Elections2020	train
0	1322874182602874880	A++	N++	Elections2020	train
0	1321586352916410370	A+	N+	Elections2020	train
0	1321607366937243648	A0	N0	Elections2020	train
1	1321586547410538497	A0	O0	Elections2020	train
1	1321614290181345280	A++	O++	Elections2020	train
1	1321600055573241857	A0	O0	Elections2020	train
0	1321597580955058178	A++	N++	Elections2020	train
0	1322864463796686848	A++	N++	Elections2020	train
0	1321605587457683457	A++	N++	Elections2020	train
1	1322847396234186752	A++	O++	Elections2020	train
0	1324057148322709504	A++	N++	Elections2020	train
0	1321621775638290434	A++	N++	Elections2020	train
1	1322813073380446209	A0	O0	Elections2020	train
1	1321602350125998081	A+	O+	Elections2020	train
1	1321617430834151425	A+	O+	Elections2020	train
0	1321588800661966848	A0	N0	Elections2020	train
0	1322875916100489216	A++	N++	Elections2020	train
1	1321590768792932358	A++	O++	Elections2020	train
0	1311300565033345027	A+	N+	Elections2020	train
0	1322882396132429824	A+	N+	Elections2020	train
0	1322877102593630208	A++	N++	Elections2020	train
1	1322881907139485697	A0	O0	Elections2020	train
0	1321594823791575040	A0	N0	Elections2020	train
1	1311298853421932547	A0	O0	Elections2020	train
1	1311294933681094657	A++	O++	Elections2020	train
0	1311298019686576132	A++	N++	Elections2020	train
1	1311299576842850305	A+	O+	Elections2020	train
1	1311303014267990017	A0	O0	Elections2020	train
1	1321623491293061121	A0	O0	Elections2020	train
1	1322880575313571840	A0	O0	Elections2020	train
1	1324062704550748167	A+	O+	Elections2020	train
0	1311300390537887745	A++	N++	Elections2020	train
1	1321618596158558208	A0	O0	Elections2020	train
1	1321621782634352640	A+	O+	Elections2020	train
0	1324072994084368385	A0	N0	Elections2020	train
0	1321604285671550977	A+	N+	Elections2020	train
1	1321619083138400256	A0	O0	Elections2020	train
0	1321593162272559104	A++	N++	Elections2020	train
1	1321594518802583552	A+	O+	Elections2020	train
0	1322886945408651266	A0	N0	Elections2020	train
1	1324051650470940674	A0	O0	Elections2020	train
0	1321583851123154944	A++	N++	Elections2020	train
1	1311296656890122246	A+	O+	Elections2020	train
0	1324052488895500288	A++	N++	Elections2020	train
0	1324066980190670848	A++	N++	Elections2020	train
1	1322839780594507777	A0	O0	Elections2020	train
0	1321592280990523394	A++	N++	Elections2020	train
0	1324059580591202306	A++	N++	Elections2020	train
0	1324067897480798209	A++	N++	Elections2020	train
1	1322829942871056384	A++	O++	Elections2020	train
0	1321585572922580992	A0	N0	Elections2020	train
1	1324062939721146375	A0	O0	Elections2020	train
0	1321582605293260801	A+	N+	Elections2020	train
0	1321602744290103298	A++	N++	Elections2020	train
0	1321584803443953666	A++	N++	Elections2020	train
1	1322834690638782466	A0	O0	Elections2020	train
0	1324071555379437569	A++	N++	Elections2020	train
0	1321611723514744843	A0	N0	Elections2020	train
0	1324067300656500736	A+	N+	Elections2020	train
1	1321620199473258496	A0	O0	Elections2020	train
0	1311290089599889414	A0	N0	Elections2020	train
1	1322815370869252096	A++	O++	Elections2020	train
0	1324051301743890433	A0	N0	Elections2020	train
0	1321606261809516545	A++	N++	Elections2020	train
0	1321586266446712832	A++	N++	Elections2020	train
1	1324051873205243904	A++	O++	Elections2020	train
0	1311300459638829059	A+	N+	Elections2020	train
1	1321621336666624000	A0	O0	Elections2020	train
1	1321588117204291586	A++	O++	Elections2020	train
0	1311297865822724098	A0	N0	Elections2020	train
0	1324068035175407616	A+	N+	Elections2020	train
0	1324057295068737536	A0	N0	Elections2020	train
0	1311303084463796225	A0	N0	Elections2020	train
0	1322801412431093760	A+	N+	Elections2020	train
0	1321602611007672321	A0	N0	Elections2020	train
1	1322872645004787712	A0	O0	Elections2020	train
0	1322868990776135681	A+	N+	Elections2020	train
0	1324065124446019584	A+	N+	Elections2020	train
1	1321603569137651712	A++	O++	Elections2020	train
1	1322860473704992768	A0	O0	Elections2020	train
0	1311301046782832640	A0	N0	Elections2020	train
0	1321607967645589507	A++	N++	Elections2020	train
1	1324071003706826752	A+	O+	Elections2020	train
0	1322882560968527872	A+	N+	Elections2020	train
0	1322887052439019521	A++	N++	Elections2020	train
0	1321600468376723456	A0	N0	Elections2020	train
1	1322879143499853825	A+	O+	Elections2020	train
1	1322810968615854081	A+	O+	Elections2020	train
1	1322881935853707267	A0	O0	Elections2020	train
1	1321607720487833600	A+	O+	Elections2020	train
0	1324060947321901056	A++	N++	Elections2020	train
0	1324063565045784577	A++	N++	Elections2020	train
0	1321595916353241094	A+	N+	Elections2020	train
0	1322876921949073410	A++	N++	Elections2020	train
0	1311296618151292928	A0	N0	Elections2020	train
0	1311297533553946626	A++	N++	Elections2020	train
0	1321584136906248192	A0	N0	Elections2020	train
1	1311303006193889284	A++	O++	Elections2020	train
0	1311297511148134409	A0	N0	Elections2020	train
1	1311290235687440384	A0	O0	Elections2020	train
0	1311298464295383040	A+	N+	Elections2020	train
0	1322879319174205440	A+	N+	Elections2020	train
0	1324066458955968512	A++	N++	Elections2020	train
0	1324069021231149057	A+	N+	Elections2020	train
1	1311299414829326336	A++	O++	Elections2020	train
0	1324064408969138180	A++	N++	Elections2020	train
0	1311301549642199041	A+	N+	Elections2020	train
1	1324067240279420928	A0	O0	Elections2020	train
0	1311296930333552640	A0	N0	Elections2020	train
0	1321587617440403456	A++	N++	Elections2020	train
1	1321580860991139841	A++	O++	Elections2020	train
0	1311302397118099457	A+	N+	Elections2020	train
0	1324051243556171776	A+	N+	Elections2020	train
0	1321624021964906497	A+	N+	Elections2020	train
1	1311296154898890754	A0	O0	Elections2020	train
0	1322814362826928128	A++	N++	Elections2020	train
1	1311294781121855488	A+	O+	Elections2020	train
1	1321621329456599046	A+	O+	Elections2020	train
0	1322886037190967297	A0	N0	Elections2020	train
0	1321613463429484545	A0	N0	Elections2020	train
1	1322888302018650114	A+	O+	Elections2020	train
0	1322832150002098176	A+	N+	Elections2020	train
0	1321608805986172929	A0	N0	Elections2020	train
1	1321602504904290304	A++	O++	Elections2020	train
0	1324055222906441733	A+	N+	Elections2020	train
0	1324070793806901248	A0	N0	Elections2020	train
0	1311294134305656833	A0	N0	Elections2020	train
0	1324059668906446849	A++	N++	Elections2020	train
0	1324060882771521538	A+	N+	Elections2020	train
0	1321610213602910208	A+	N+	Elections2020	train
1	1321613070217740288	A0	O0	Elections2020	train
1	1322841175385133056	A0	O0	Elections2020	train
0	1321598322189180930	A0	N0	Elections2020	train
1	1311295431972917249	A0	O0	Elections2020	train
1	1324065291538759680	A0	O0	Elections2020	train
1	1322835089227575296	A+	O+	Elections2020	train
1	1322885191979982850	A++	O++	Elections2020	train
1	1311302575443107843	A+	O+	Elections2020	train
1	1324057657767006209	A+	O+	Elections2020	train
1	1321586826977693697	A0	O0	Elections2020	train
0	1311298254282391553	A+	N+	Elections2020	train
1	1322882884806561793	A+	O+	Elections2020	train
1	1321597387027210240	A++	O++	Elections2020	train
1	1321588938432110592	A0	O0	Elections2020	train
0	1322853859828654081	A++	N++	Elections2020	train
1	1321587218574659591	A0	O0	Elections2020	train
0	1322884105017597952	A+	N+	Elections2020	train
0	1324065299692474368	A++	N++	Elections2020	train
0	1311288125516394496	A++	N++	Elections2020	train
0	1322797142373769217	A0	N0	Elections2020	train
1	1321619454661435392	A++	O++	Elections2020	train
0	1321620683760103426	A0	N0	Elections2020	train
1	1321621267783495681	A+	O+	Elections2020	train
1	1321618596083113984	A++	O++	Elections2020	train
0	1324073016377028608	A+	N+	Elections2020	train
0	1311290643096973312	A0	N0	Elections2020	train
1	1321616500277628928	A+	O+	Elections2020	train
0	1322856318827462673	A0	N0	Elections2020	train
0	1311289089501650944	A0	N0	Elections2020	train
1	1321591198340026369	A++	O++	Elections2020	train
0	1311294433304940545	A+	N+	Elections2020	train
0	1322863663959724035	A0	N0	Elections2020	train
0	1321592461333090305	A+	N+	Elections2020	train
1	1311290444953931776	A0	O0	Elections2020	train
1	1311299169596956673	A0	O0	Elections2020	train
1	1311301604541435904	A0	O0	Elections2020	train
0	1324073063240130560	A+	N+	Elections2020	train
0	1322798252719104000	A0	N0	Elections2020	train
0	1324067115360382976	A0	N0	Elections2020	train
0	1324071478330036231	A+	N+	Elections2020	train
0	1321595101454372864	A0	N0	Elections2020	train
1	1321607956866179072	A0	O0	Elections2020	train
1	1321604296769708032	A++	O++	Elections2020	train
0	1321615678890127360	A0	N0	Elections2020	train
0	1311290144545177603	A0	N0	Elections2020	train
0	1324051289676939271	A+	N+	Elections2020	train
1	1321613900379529219	A+	O+	Elections2020	train
1	1321591919080857601	A0	O0	Elections2020	train
0	1322878973500485633	A+	N+	Elections2020	train
0	1324053799028346880	A+	N+	Elections2020	train
1	1311298277824921601	A++	O++	Elections2020	train
0	1324068878641590272	A+	N+	Elections2020	train
0	1321591246817812488	A0	N0	Elections2020	train
0	1322793299585961984	A0	N0	Elections2020	train
0	1322815070791847936	A+	N+	Elections2020	train
0	1324064000016027649	A+	N+	Elections2020	train
1	1321607335320547328	A++	O++	Elections2020	train
0	1324071845914648577	A+	N+	Elections2020	train
1	1321608841159725062	A+	O+	Elections2020	train
0	1324068054448287744	A0	N0	Elections2020	train
0	1321609494590230528	A0	N0	Elections2020	train
1	1324067624226009089	A0	O0	Elections2020	train
1	1322885397391822861	A0	O0	Elections2020	train
0	1321595867619565568	A0	N0	Elections2020	train
0	1311289658966528005	A0	N0	Elections2020	train
0	1321613033433686017	A+	N+	Elections2020	train
0	1324071337783164930	A+	N+	Elections2020	train
1	1324052238499782656	A+	O+	Elections2020	train
1	1321621203849682948	A++	O++	Elections2020	train
0	1321592573354409984	A0	N0	Elections2020	train
0	1321614129652793348	A+	N+	Elections2020	train
0	1321608853507645441	A+	N+	Elections2020	train
1	1324062260067815425	A++	O++	Elections2020	train
1	1311297615326216193	A0	O0	Elections2020	train
0	1321613796339707904	A0	N0	Elections2020	train
1	1321624331894534146	A0	O0	Elections2020	train
1	1321617203939233792	A++	O++	Elections2020	train
0	1321603209388019714	A+	N+	Elections2020	train
1	1322843340270788608	A++	O++	Elections2020	train
1	1321606455951175685	A0	O0	Elections2020	train
1	1324058236190924803	A0	O0	Elections2020	train
0	1321622877779697664	A+	N+	Elections2020	train
1	1322872208839135232	A0	O0	Elections2020	train
0	1316943306404843522	A0	N0	Elections2020	train
0	1322841615115948039	A0	N0	Elections2020	train
0	1324070360015380481	A0	N0	Elections2020	train
1	1321612033230573570	A0	O0	Elections2020	train
0	1311299875619909632	A0	N0	Elections2020	train
1	1322830170743427072	A0	O0	Elections2020	train
1	1311299194032926722	A+	O+	Elections2020	train
1	1322858680434388993	A++	O++	Elections2020	train
0	1324071992685899779	A0	N0	Elections2020	train
1	1321584596329353217	A0	O0	Elections2020	train
0	1311295324196134913	A0	N0	Elections2020	train
0	1324054552002310145	A+	N+	Elections2020	train
0	1321617493736124416	A+	N+	Elections2020	train
1	1324059485724315650	A+	O+	Elections2020	train
1	1321619210250964992	A+	O+	Elections2020	train
1	1324057538682302466	A++	O++	Elections2020	train
1	1321610566276804608	A0	O0	Elections2020	train
0	1324058064463429632	A0	N0	Elections2020	train
1	1321600992966750208	A++	O++	Elections2020	train
0	1324062871400099841	A0	N0	Elections2020	train
0	1322881211270877198	A0	N0	Elections2020	train
0	1311295808113963020	A0	N0	Elections2020	train
1	1321598089870909440	A+	O+	Elections2020	train
0	1324060293069090816	A0	N0	Elections2020	train
1	1311295710223118338	A+	O+	Elections2020	train
1	1322841528096694284	A0	O0	Elections2020	train
0	1322799450725748736	A+	N+	Elections2020	train
0	1322876768521351169	A+	N+	Elections2020	train
1	1321600601122197504	A++	O++	Elections2020	train
1	1324072018208301057	A0	O0	Elections2020	train
1	1311301105884827649	A0	O0	Elections2020	train
0	1321617168719597568	A0	N0	Elections2020	train
1	1321614662690086920	A++	O++	Elections2020	train
1	1321610919609307136	A++	O++	Elections2020	train
1	1321617957865295874	A0	O0	Elections2020	train
1	1324052995768799233	A++	O++	Elections2020	train
0	1321610520353480709	A0	N0	Elections2020	train
0	1311294260361207808	A0	N0	Elections2020	train
0	1322859209340428288	A0	N0	Elections2020	train
0	1311293630481666056	A0	N0	Elections2020	train
1	1324059560907329542	A0	O0	Elections2020	train
0	1322888464627429376	A0	N0	Elections2020	train
0	1321587053725769729	A0	N0	Elections2020	train
1	1322882485043298306	A+	O+	Elections2020	train
0	1322852313271164928	A0	N0	Elections2020	train
0	1324055706685722627	A0	N0	Elections2020	train
1	1311300018788278279	A+	O+	Elections2020	train
1	1324057887426203649	A0	O0	Elections2020	train
1	1311295366562639873	A+	O+	Elections2020	train
0	1324072297653628928	A0	N0	Elections2020	train
1	1324052647587041285	A++	O++	Elections2020	train
1	1324069167616675842	A++	O++	Elections2020	train
1	1322801431221555200	A+	O+	Elections2020	train
1	1321616931619774464	A+	O+	Elections2020	train
1	1324071642432196614	A0	O0	Elections2020	train
1	1324059605014597632	A+	O+	Elections2020	train
0	1322879724415320065	A0	N0	Elections2020	train
1	1311292247653134336	A0	O0	Elections2020	train
0	1321593229922488320	A0	N0	Elections2020	train
1	1324067620870590464	A++	O++	Elections2020	train
1	1324072496266584064	A0	O0	Elections2020	train
1	1321608736197218305	A++	O++	Elections2020	train
0	1311295628815851525	A0	N0	Elections2020	train
1	1321609728687001600	A+	O+	Elections2020	train
1	1322883764901564417	A+	O+	Elections2020	train
1	1311294798939197447	A+	O+	Elections2020	train
1	1324053678303506432	A0	O0	Elections2020	train
1	1311296637583740928	A0	O0	Elections2020	train
0	1311297327844462598	A0	N0	Elections2020	train
1	1322882656992940033	A0	O0	Elections2020	train
1	1321604756742295554	A0	O0	Elections2020	train
1	1321621628686512128	A0	O0	Elections2020	train
1	1324051663666237444	A0	O0	Elections2020	train
1	1321587150945660931	A0	O0	Elections2020	train
0	1322839731890212866	A0	N0	Elections2020	train
1	1324053312971431942	A+	O+	Elections2020	train
1	1324055895559577601	A+	O+	Elections2020	train
1	1324055335527735300	A0	O0	Elections2020	train
1	1324051943434547200	A+	O+	Elections2020	train
1	1311301924684271616	A0	O0	Elections2020	train
1	1321598393664204801	A+	O+	Elections2020	train
1	1311298166046818309	A0	O0	Elections2020	train
1	1322867919018029059	A++	O++	Elections2020	train
1	1322886182242430979	A0	O0	Elections2020	train
1	1324063983830269952	A0	O0	Elections2020	train
1	1324070440600588291	A+	O+	Elections2020	train
1	1324067347020369920	A0	O0	Elections2020	train
1	1322860377571532800	A+	O+	Elections2020	train
1	1311299822033555456	A++	O++	Elections2020	train
1	1324051390574993408	A0	O0	Elections2020	train
1	1322872461076189185	A+	O+	Elections2020	train
1	1322829029553147904	A0	O0	Elections2020	train
1	1322858344260853760	A+	O+	Elections2020	train
1	1324070663091466242	A++	O++	Elections2020	train
1	1324071769054040066	A++	O++	Elections2020	train
1	1321599609026785283	A++	O++	Elections2020	train
1	1324069372130938880	A0	O0	Elections2020	train
1	1324067761841229825	A+	O+	Elections2020	train
1	1311299313251778564	A0	O0	Elections2020	train
1	1311299959661170688	A+	O+	Elections2020	train
1	1322870944537452544	A0	O0	Elections2020	train
1	1311294524803735552	A++	O++	Elections2020	train
1	1322796690638802944	A+	O+	Elections2020	train
1	1324061060371009536	A++	O++	Elections2020	train
1	1322810265730252800	A+	O+	Elections2020	train
1	1324057075954143235	A0	O0	Elections2020	train
1	1324058531922874368	A0	O0	Elections2020	train
1	1321606155106504705	A++	O++	Elections2020	train
1	1322876682701778944	A++	O++	Elections2020	train
1	1322835482686840832	A0	O0	Elections2020	train
1	1321595804428177408	A++	O++	Elections2020	train
1	1311299925339144195	A++	O++	Elections2020	train
1	1321604929019125762	A+	O+	Elections2020	train
1	1311280710976589824	A0	O0	Elections2020	train
1	1321618392890171393	A+	O+	Elections2020	train
1	1322831761601142785	A+	O+	Elections2020	train
1	1324068714539569153	A+	O+	Elections2020	train
1	1321615798025289731	A+	O+	Elections2020	train
1	1321605504209195008	A+	O+	Elections2020	train
1	1321610621151072256	A+	O+	Elections2020	train
1	1322836268225568771	A+	O+	Elections2020	train
1	1311302038169489410	A+	O+	Elections2020	train
1	1311296581098967040	A++	O++	Elections2020	train
1	1324057132560535552	A++	O++	Elections2020	train
1	1322858987033747456	A+	O+	Elections2020	train
1	1321581174767132673	A+	O+	Elections2020	train
1	1322855059579936768	A++	O++	Elections2020	train
1	1322808885623820288	A++	O++	Elections2020	train
1	1321610164835962880	A++	O++	Elections2020	train
1	1321605110892474369	A+	O+	Elections2020	train
1	1311299926484234240	A++	O++	Elections2020	train
1	1324072590080503809	A+	O+	Elections2020	train
1	1321588180680888320	A++	O++	Elections2020	train
1	1311294442167558145	A+	O+	Elections2020	train
1	1311298705203564547	A+	O+	Elections2020	train
1	1321609871272382464	A++	O++	Elections2020	train
1	1322840773184946176	A+	O+	Elections2020	train
1	1311297441384153088	A+	O+	Elections2020	train
1	1324052681225166849	A++	O++	Elections2020	train
1	1322885112787214342	A+	O+	Elections2020	train
1	1321608698557419520	A++	O++	Elections2020	train
1	1324071400085327872	A+	O+	Elections2020	train
1	1311299928770174977	A++	O++	Elections2020	train
1	1324059206694113281	A+	O+	Elections2020	train
1	1311296446436646913	A+	O+	Elections2020	train
1	1322879501987127298	A++	O++	Elections2020	train
1	1321623866536456192	A+	O+	Elections2020	train
1	1321620153549901825	A+	O+	Elections2020	train
1	1322881620622385152	A+	O+	Elections2020	train
1	1322887867006296065	A++	O++	Elections2020	train
1	1321589915222761472	A++	O++	Elections2020	train
1	1321585356723134465	A+	O+	Elections2020	train
1	1324066101496631296	A++	O++	Elections2020	train
1	1321589161506189313	A+	O+	Elections2020	train
1	1321610202974769152	A++	O++	Elections2020	train
1	1324063579893571591	A+	O+	Elections2020	train
1	1321606624541319168	A++	O++	Elections2020	train
1	1324053945443037195	A++	O++	Elections2020	train
1	1324066839786303489	A+	O+	Elections2020	train
1	1321604404861173762	A++	O++	Elections2020	train
1	1322875649330044928	A++	O++	Elections2020	train
1	1321590169460305920	A++	O++	Elections2020	train
1	1321599463576739840	A+	O+	Elections2020	train
1	1324061023352008706	A++	O++	Elections2020	train
1	1321607320187604993	A++	O++	Elections2020	train
1	1311296691606355968	A+	O+	Elections2020	train
1	1321612401305944065	A+	O+	Elections2020	train
1	1321620041637548032	A+	O+	Elections2020	train
1	1322795004478201856	A++	O++	Elections2020	train
1	1322881092572119041	A++	O++	Elections2020	train
1	1321620154023903235	A++	O++	Elections2020	train
1	1311297423428419585	A++	O++	Elections2020	train
1	1322833620399259649	A++	O++	Elections2020	train
1	1322806464889593857	A++	O++	Elections2020	train
1	1311295354663563264	A++	O++	Elections2020	train
1	1321584853272399878	A++	O++	Elections2020	train
1	1321614871105048577	A++	O++	Elections2020	train
1	1321620265827262464	A++	O++	Elections2020	train
1	1324057812981424128	A++	O++	Elections2020	train
0	1267217299821531141	A++	N++	BLM	dev
0	1266217033869516800	A++	N++	BLM	dev
0	1266394946271092737	A++	N++	BLM	dev
0	1266791117045071876	A+	N+	BLM	dev
0	1267779852452626437	A+	N+	BLM	dev
0	1267240976596242435	A++	N++	BLM	dev
1	1267353040299974657	A0	O0	BLM	dev
0	1267298304389496832	A+	N+	BLM	dev
0	1267616153196781571	A++	N++	BLM	dev
0	1267594288193552384	A+	N+	BLM	dev
1	1266905682311368707	A0	O0	BLM	dev
0	1266878933221273602	A++	N++	BLM	dev
0	1266443574624870402	A++	N++	BLM	dev
0	1267375308061192194	A0	N0	BLM	dev
0	1266856604017856513	A++	N++	BLM	dev
0	1266552058569785344	A++	N++	BLM	dev
0	1266215943279128582	A++	N++	BLM	dev
0	1267331083277926401	A++	N++	BLM	dev
0	1266850147062947840	A++	N++	BLM	dev
0	1267199805408907264	A++	N++	BLM	dev
0	1267521663954018304	A++	N++	BLM	dev
0	1267924455810125827	A0	N0	BLM	dev
0	1267589124699103239	A++	N++	BLM	dev
0	1267133988369358849	A++	N++	BLM	dev
0	1267280113630162944	A++	N++	BLM	dev
0	1267313324523323393	A+	N+	BLM	dev
0	1267151616966144000	A++	N++	BLM	dev
0	1267751910313988096	A++	N++	BLM	dev
0	1267410100299329537	A++	N++	BLM	dev
0	1267179211459981312	A+	N+	BLM	dev
0	1267188652662120448	A++	N++	BLM	dev
0	1267183305302163465	A++	N++	BLM	dev
0	1267347684274442240	A++	N++	BLM	dev
1	1266240047113621504	A++	O++	BLM	dev
0	1266847403212242944	A+	N+	BLM	dev
1	1266181645985435649	A0	O0	BLM	dev
1	1266595917534130176	A0	O0	BLM	dev
0	1266449118697861120	A+	N+	BLM	dev
1	1266839850990403587	A++	O++	BLM	dev
1	1266534595643600896	A++	O++	BLM	dev
0	1267096126517215234	A0	N0	BLM	dev
0	1267580723579564033	A0	N0	BLM	dev
1	1267523618180706304	A0	O0	BLM	dev
0	1267471319391768577	A+	N+	BLM	dev
0	1266942678358466572	A+	N+	BLM	dev
0	1267429515195822081	A++	N++	BLM	dev
0	1266438670669828098	A++	N++	BLM	dev
0	1266849151729491975	A+	N+	BLM	dev
0	1267429381024165890	A++	N++	BLM	dev
0	1267590983111319556	A+	N+	BLM	dev
0	1266560048584630275	A++	N++	BLM	dev
1	1267375248661516294	A++	O++	BLM	dev
1	1267622083699159040	A+	O+	BLM	dev
1	1267315681311277056	A0	O0	BLM	dev
0	1268023281900302336	A0	N0	BLM	dev
1	1266307021135110144	A+	O+	BLM	dev
0	1267195585746124802	A++	N++	BLM	dev
0	1267173339161911296	A0	N0	BLM	dev
1	1266498535207231488	A++	O++	BLM	dev
1	1267108818187702272	A++	O++	BLM	dev
0	1267393738151727105	A++	N++	BLM	dev
1	1267150333702111232	A0	O0	BLM	dev
0	1267569189612593152	A+	N+	BLM	dev
1	1267097095187693571	A0	O0	BLM	dev
0	1267490386886496257	A++	N++	BLM	dev
1	1266793892952920067	A++	O++	BLM	dev
1	1267719853097574401	A++	O++	BLM	dev
0	1267840536519389184	A0	N0	BLM	dev
1	1267300087002169344	A++	O++	BLM	dev
0	1266566206175293440	A+	N+	BLM	dev
0	1266568975829401600	A+	N+	BLM	dev
1	1266381587496796162	A++	O++	BLM	dev
0	1267474586653818881	A0	N0	BLM	dev
0	1266681422233899009	A+	N+	BLM	dev
0	1267710420460036098	A+	N+	BLM	dev
1	1267304688480915456	A++	O++	BLM	dev
0	1266805923076435968	A0	N0	BLM	dev
1	1267611359400931329	A+	O+	BLM	dev
0	1267697845374681090	A+	N+	BLM	dev
0	1266391175319228416	A0	N0	BLM	dev
1	1266772505878040576	A0	O0	BLM	dev
0	1266975975172182016	A+	N+	BLM	dev
1	1267350879855730688	A+	O+	BLM	dev
1	1267758952244076544	A+	O+	BLM	dev
0	1267738489547829248	A0	N0	BLM	dev
1	1267701481916022786	A++	O++	BLM	dev
0	1268001727179116545	A0	N0	BLM	dev
0	1267850279908708363	A0	N0	BLM	dev
0	1267626982621229059	A+	N+	BLM	dev
1	1266400127905923073	A0	O0	BLM	dev
0	1267232378126295044	A+	N+	BLM	dev
0	1267944219114704896	A0	N0	BLM	dev
0	1266519199410724864	A0	N0	BLM	dev
0	1267312854924959745	A+	N+	BLM	dev
0	1266197607845634053	A+	N+	BLM	dev
0	1266926818508132353	A+	N+	BLM	dev
1	1267776187616636928	A++	O++	BLM	dev
0	1267669605482328064	A0	N0	BLM	dev
1	1267227567154532352	A++	O++	BLM	dev
1	1266242131238113281	A++	O++	BLM	dev
0	1267236883307941888	A0	N0	BLM	dev
0	1266746899954044928	A+	N+	BLM	dev
1	1266376565186686976	A+	O+	BLM	dev
0	1267624281636306944	A+	N+	BLM	dev
0	1266446421709991938	A+	N+	BLM	dev
1	1267723377072058371	A++	O++	BLM	dev
0	1267092166721130502	A0	N0	BLM	dev
1	1267506555764854787	A++	O++	BLM	dev
0	1267350888542359553	A+	N+	BLM	dev
0	1266800359604981766	A+	N+	BLM	dev
0	1267570972049186816	A+	N+	BLM	dev
1	1266713919164424193	A0	O0	BLM	dev
1	1267408829446119424	A++	O++	BLM	dev
0	1267675343499915265	A0	N0	BLM	dev
1	1267690987679342592	A+	O+	BLM	dev
1	1267558401476829186	A0	O0	BLM	dev
1	1267296631197745152	A++	O++	BLM	dev
0	1267108126622351360	A0	N0	BLM	dev
0	1267634603625377792	A0	N0	BLM	dev
0	1267117089539719176	A0	N0	BLM	dev
1	1266234784235220996	A0	O0	BLM	dev
1	1267504677303664642	A0	O0	BLM	dev
1	1266446491499073537	A++	O++	BLM	dev
1	1267472335373647873	A+	O+	BLM	dev
0	1266771701989281793	A0	N0	BLM	dev
0	1267247863995588608	A0	N0	BLM	dev
1	1267521957223858178	A+	O+	BLM	dev
1	1266436417133187072	A0	O0	BLM	dev
0	1267978482165800960	A0	N0	BLM	dev
1	1267091361389576194	A0	O0	BLM	dev
1	1267678895953895425	A+	O+	BLM	dev
1	1267511605539098624	A0	O0	BLM	dev
1	1267671542776901633	A+	O+	BLM	dev
0	1268000133142253568	A0	N0	BLM	dev
1	1266863243848372227	A0	O0	BLM	dev
0	1267462423541428226	A0	N0	BLM	dev
1	1267106465090846720	A+	O+	BLM	dev
1	1267666820766601219	A0	O0	BLM	dev
0	1266235042742689793	A0	N0	BLM	dev
0	1266433149988265984	A0	N0	BLM	dev
0	1266940762832461824	A0	N0	BLM	dev
1	1267598004091043846	A++	O++	BLM	dev
1	1267253710427652096	A0	O0	BLM	dev
1	1267299948581851137	A0	O0	BLM	dev
1	1267629492639617030	A0	O0	BLM	dev
1	1267091747982782464	A+	O+	BLM	dev
1	1266230358170886144	A0	O0	BLM	dev
